carat,cut,color,clarity,depth,table,x,y,z
0.23,1.0,2.0,2.0,61.3,59.0,3.94,3.99,2.43
0.44,0.0,1.0,1.0,61.4,55.0,4.92,4.95,3.03
1.56,0.0,4.0,6.0,62.3,55.0,7.39,7.35,4.59
0.47,0.0,1.0,3.0,61.5,55.0,5.01,5.04,3.09
0.7,3.0,1.0,6.0,61.0,64.0,5.63,5.69,3.45
0.71,2.0,5.0,4.0,61.1,60.0,5.72,5.77,3.51
1.56,2.0,6.0,6.0,61.4,58.0,7.4,7.45,4.56
1.28,2.0,4.0,6.0,60.4,61.0,7.08,7.03,4.26
0.4,1.0,2.0,4.0,62.1,58.0,4.71,4.76,2.94
0.3,1.0,3.0,4.0,61.6,60.0,4.28,4.33,2.65
0.9,3.0,0.0,6.0,63.8,58.0,6.09,6.13,3.9
0.3,1.0,0.0,6.0,62.9,58.0,4.29,4.26,2.69
0.51,0.0,4.0,2.0,61.0,57.0,5.22,5.18,3.17
1.01,4.0,3.0,3.0,64.6,60.0,6.34,6.22,4.06
1.09,1.0,5.0,4.0,60.1,59.0,6.74,6.67,4.03
1.26,0.0,3.0,6.0,60.9,55.0,7.05,7.0,4.28
1.26,0.0,4.0,3.0,61.0,57.0,6.97,7.03,4.27
0.96,4.0,4.0,7.0,64.3,59.0,6.38,5.88,3.98
0.91,1.0,4.0,5.0,60.9,58.0,6.26,6.22,3.8
0.36,2.0,0.0,4.0,62.4,58.0,4.48,4.53,2.81
0.55,2.0,1.0,4.0,61.7,59.0,5.2,5.27,3.23
0.42,0.0,4.0,3.0,62.0,57.0,4.8,4.82,2.98
0.64,3.0,6.0,6.0,64.7,54.0,5.39,5.43,3.5
1.01,2.0,2.0,6.0,62.1,58.0,6.35,6.41,3.96
0.41,0.0,0.0,2.0,62.3,55.0,4.77,4.76,2.97
1.5,2.0,2.0,5.0,61.2,57.0,7.34,7.37,4.5
1.5,2.0,6.0,2.0,63.3,57.0,7.28,7.25,4.6
0.24,2.0,3.0,2.0,62.0,56.0,3.99,4.03,2.48
1.21,0.0,3.0,3.0,62.5,57.0,6.77,6.7,4.21
1.21,0.0,5.0,6.0,60.6,56.0,6.92,6.94,4.2
0.38,1.0,0.0,6.0,61.1,58.0,4.68,4.62,2.84
0.41,0.0,0.0,5.0,62.7,56.0,4.73,4.78,2.98
1.0,1.0,1.0,1.0,60.3,54.0,6.59,6.47,3.94
0.3,2.0,1.0,4.0,61.5,58.0,4.28,4.31,2.64
0.72,0.0,4.0,5.0,62.0,57.0,5.73,5.76,3.56
1.51,1.0,2.0,4.0,59.1,60.0,7.52,7.45,4.42
1.7,1.0,5.0,3.0,61.5,58.0,7.74,7.64,4.73
0.23,2.0,0.0,4.0,60.5,61.0,3.96,3.97,2.4
0.68,1.0,4.0,5.0,58.7,60.0,5.8,5.76,3.39
0.72,2.0,1.0,6.0,59.9,57.0,5.85,5.9,3.52
0.41,2.0,1.0,4.0,62.7,58.0,4.68,4.73,2.95
0.41,1.0,2.0,6.0,60.8,58.0,4.83,4.78,2.92
1.2,1.0,4.0,5.0,62.9,55.0,6.77,6.74,4.25
1.5,1.0,1.0,4.0,61.8,59.0,7.38,7.31,4.54
1.02,0.0,4.0,6.0,60.5,60.0,6.56,6.53,3.96
0.35,0.0,4.0,3.0,61.8,57.0,4.53,4.56,2.81
1.8,0.0,4.0,3.0,62.3,56.0,7.79,7.76,4.84
0.72,0.0,5.0,2.0,62.8,57.0,5.69,5.74,3.59
0.6,4.0,3.0,5.0,64.5,56.0,5.27,5.24,3.39
1.0,4.0,3.0,6.0,64.7,58.0,6.24,6.19,4.02
0.41,3.0,5.0,6.0,63.5,57.0,4.7,4.72,2.99
0.5,2.0,2.0,3.0,62.3,55.0,5.06,5.09,3.16
0.34,0.0,2.0,1.0,61.4,55.0,4.52,4.54,2.78
0.3,0.0,1.0,4.0,61.0,56.0,4.36,4.33,2.65
1.54,1.0,3.0,4.0,61.6,59.0,7.46,7.4,4.58
0.43,0.0,5.0,1.0,62.2,57.0,4.81,4.84,3.0
0.3,0.0,5.0,1.0,62.2,54.0,4.29,4.35,2.68
1.05,0.0,0.0,4.0,61.7,59.0,6.5,6.53,4.02
0.39,1.0,6.0,1.0,61.8,56.0,4.71,4.64,2.89
1.01,1.0,4.0,6.0,60.8,59.0,6.51,6.46,3.94
0.31,2.0,4.0,5.0,58.7,60.0,4.43,4.47,2.61
0.37,1.0,3.0,5.0,62.1,60.0,4.54,4.61,2.84
0.51,0.0,0.0,4.0,62.7,55.0,5.12,5.09,3.2
1.22,0.0,3.0,1.0,61.5,56.0,6.86,6.9,4.23
0.7,1.0,2.0,5.0,62.1,58.0,5.64,5.7,3.52
1.0,3.0,4.0,6.0,62.7,58.0,6.31,6.33,3.96
0.31,0.0,4.0,5.0,61.5,56.5,4.34,4.36,2.67
0.72,1.0,6.0,5.0,60.4,61.0,5.87,5.82,3.53
1.58,1.0,2.0,6.0,62.3,60.0,7.42,7.38,4.61
1.01,1.0,1.0,3.0,60.8,59.0,6.42,6.46,3.92
0.42,0.0,4.0,5.0,62.4,57.0,4.79,4.76,2.98
0.77,3.0,4.0,2.0,57.9,61.0,6.07,6.01,3.5
0.9,0.0,6.0,5.0,62.6,54.0,6.16,6.23,3.88
0.43,3.0,4.0,1.0,60.0,61.0,4.91,4.93,2.95
1.32,2.0,4.0,5.0,63.5,57.0,6.88,6.92,4.38
1.05,1.0,4.0,6.0,63.0,59.0,6.48,6.44,4.07
0.32,1.0,3.0,4.0,58.4,57.0,4.53,4.51,2.64
0.4,2.0,0.0,3.0,62.9,56.0,4.67,4.71,2.95
1.02,1.0,3.0,3.0,60.8,58.0,6.52,6.47,3.95
1.04,2.0,3.0,0.0,61.7,58.0,6.47,6.6,4.03
1.21,0.0,6.0,4.0,59.6,57.0,6.98,6.94,4.15
1.65,0.0,6.0,5.0,62.5,56.0,7.59,7.54,4.73
0.64,2.0,1.0,2.0,61.8,59.0,5.51,5.53,3.41
0.55,0.0,3.0,3.0,62.2,54.0,5.27,5.24,3.27
1.23,1.0,6.0,4.0,62.9,59.0,6.85,6.8,4.29
1.15,0.0,2.0,2.0,62.7,57.0,6.69,6.65,4.18
1.01,0.0,0.0,2.0,61.6,57.0,6.44,6.48,3.98
0.5,0.0,3.0,1.0,62.2,56.0,5.1,5.12,3.18
0.5,4.0,3.0,6.0,65.6,56.0,4.99,4.92,3.25
1.1,0.0,4.0,6.0,62.0,55.0,6.61,6.65,4.11
1.0,3.0,1.0,5.0,63.9,57.0,6.31,6.34,4.04
0.3,2.0,3.0,3.0,62.8,58.0,4.26,4.28,2.68
0.36,1.0,0.0,6.0,61.2,59.0,4.59,4.56,2.8
0.56,0.0,3.0,3.0,60.8,55.0,5.34,5.36,3.25
0.52,0.0,1.0,4.0,61.7,55.0,5.16,5.21,3.2
0.41,1.0,1.0,3.0,60.7,59.0,4.77,4.79,2.9
1.24,1.0,3.0,3.0,62.0,55.0,6.95,6.89,4.29
1.11,0.0,0.0,1.0,62.1,55.0,6.63,6.64,4.12
1.64,2.0,1.0,5.0,61.8,59.0,7.51,7.55,4.65
0.56,0.0,3.0,2.0,61.6,56.0,5.32,5.29,3.27
0.51,2.0,1.0,4.0,59.5,63.0,5.22,5.17,3.09
0.41,0.0,3.0,4.0,61.4,54.0,4.84,4.77,2.95
0.83,0.0,3.0,5.0,62.3,57.0,5.99,6.08,3.76
0.4,1.0,0.0,6.0,63.0,59.0,4.69,4.64,2.94
1.3,3.0,6.0,4.0,63.6,59.0,6.9,6.87,4.38
1.0,0.0,4.0,1.0,61.5,59.0,6.37,6.41,3.93
0.34,0.0,0.0,1.0,61.7,57.0,4.49,4.52,2.78
0.9,3.0,1.0,4.0,63.7,58.0,6.06,6.09,3.87
0.32,0.0,1.0,4.0,62.0,57.0,4.39,4.41,2.73
1.15,3.0,4.0,3.0,64.3,54.0,6.66,6.62,4.27
1.01,0.0,0.0,2.0,60.6,56.0,6.53,6.48,3.94
1.2,1.0,4.0,6.0,62.4,61.0,6.81,6.78,4.24
0.5,1.0,3.0,2.0,61.6,60.0,5.1,5.13,3.15
0.72,2.0,2.0,4.0,63.0,54.0,5.69,5.73,3.6
0.31,0.0,4.0,0.0,62.1,54.0,4.37,4.33,2.7
1.57,1.0,4.0,4.0,61.0,59.0,7.54,7.5,4.59
1.51,1.0,4.0,4.0,61.2,59.0,7.4,7.38,4.52
0.52,2.0,5.0,3.0,61.5,56.3,5.16,5.19,3.18
1.21,1.0,2.0,4.0,61.6,58.0,6.88,6.79,4.21
1.04,1.0,4.0,5.0,62.6,59.0,6.47,6.43,4.04
1.05,0.0,3.0,3.0,62.0,56.0,6.47,6.53,4.03
1.02,0.0,1.0,5.0,62.2,54.7,6.44,6.47,4.01
1.07,2.0,2.0,0.0,59.4,59.0,6.64,6.7,3.96
0.72,0.0,2.0,3.0,61.4,56.0,5.75,5.79,3.54
1.2,3.0,6.0,4.0,63.7,58.0,6.68,6.61,4.23
0.4,2.0,3.0,5.0,59.2,61.0,4.78,4.81,2.84
1.18,0.0,3.0,4.0,60.9,56.0,6.8,6.85,4.16
1.51,0.0,6.0,3.0,61.6,58.0,7.35,7.43,4.55
1.01,2.0,1.0,1.0,62.3,56.0,6.41,6.47,4.01
1.51,0.0,3.0,3.0,61.6,56.0,7.34,7.37,4.53
0.7,1.0,3.0,5.0,61.5,58.0,5.69,5.76,3.52
0.32,1.0,3.0,0.0,62.0,60.0,4.41,4.37,2.72
0.28,0.0,3.0,0.0,61.3,57.0,4.25,4.27,2.6
1.27,1.0,3.0,4.0,61.0,60.0,6.97,6.93,4.24
0.27,0.0,1.0,3.0,61.6,55.0,4.16,4.18,2.57
1.01,2.0,4.0,5.0,63.4,59.0,6.34,6.28,4.0
0.36,0.0,2.0,5.0,61.1,57.0,4.57,4.6,2.8
0.56,2.0,4.0,3.0,59.8,56.0,5.35,5.38,3.21
0.56,1.0,1.0,4.0,61.8,56.0,5.31,5.28,3.27
0.34,1.0,4.0,3.0,60.6,60.0,4.45,4.49,2.71
0.7,0.0,2.0,5.0,61.0,56.0,5.75,5.72,3.5
1.02,1.0,1.0,5.0,62.8,58.0,6.45,6.39,4.03
1.14,2.0,3.0,6.0,59.5,59.0,6.79,6.85,4.06
1.21,0.0,1.0,5.0,62.1,56.0,6.83,6.88,4.26
2.01,2.0,4.0,5.0,58.2,63.0,8.32,8.23,4.82
1.01,2.0,0.0,3.0,63.1,56.0,6.38,6.33,4.01
0.38,1.0,4.0,5.0,61.2,62.0,4.66,4.62,2.84
0.73,0.0,1.0,5.0,62.2,56.0,5.74,5.78,3.58
0.71,3.0,5.0,5.0,60.9,64.0,5.72,5.67,3.47
0.76,1.0,4.0,6.0,59.0,59.0,6.05,6.02,3.56
0.83,1.0,6.0,5.0,59.3,59.0,6.17,6.1,3.64
0.55,0.0,3.0,2.0,62.5,56.0,5.25,5.22,3.27
1.2,1.0,3.0,4.0,59.4,58.0,6.91,6.85,4.09
0.5,0.0,3.0,1.0,62.2,56.0,5.08,5.11,3.17
0.7,0.0,3.0,4.0,62.7,54.0,5.65,5.7,3.65
0.31,0.0,3.0,4.0,61.7,55.0,4.35,4.37,2.69
0.31,2.0,4.0,1.0,61.9,57.0,4.33,4.36,2.69
0.32,2.0,2.0,4.0,63.0,57.0,4.33,4.37,2.74
1.01,0.0,0.0,4.0,62.1,58.0,6.4,6.42,3.98
1.02,2.0,1.0,4.0,62.5,57.0,6.36,6.41,3.99
1.57,2.0,0.0,6.0,62.9,61.0,7.37,7.41,4.65
1.2,0.0,3.0,4.0,61.9,57.0,6.86,6.83,4.24
0.4,2.0,1.0,1.0,63.8,56.0,4.68,4.72,3.0
0.3,1.0,2.0,4.0,61.1,59.0,4.32,4.29,2.63
0.7,1.0,1.0,4.0,60.9,59.0,5.68,5.71,3.47
0.34,0.0,0.0,4.0,61.6,55.0,4.54,4.48,2.78
1.01,0.0,1.0,5.0,61.6,59.0,6.43,6.4,3.95
0.75,2.0,1.0,5.0,62.3,58.0,5.78,5.81,3.61
0.3,3.0,4.0,2.0,63.6,56.0,4.29,4.26,2.72
0.32,0.0,3.0,3.0,62.3,55.0,4.39,4.41,2.74
1.01,1.0,0.0,3.0,60.0,58.0,6.6,6.54,3.94
1.8,2.0,1.0,5.0,62.2,57.0,7.81,7.89,4.88
0.32,1.0,4.0,3.0,61.6,59.0,4.37,4.39,2.7
0.41,0.0,3.0,5.0,62.6,54.0,4.78,4.74,2.98
1.22,0.0,3.0,3.0,62.5,57.0,6.82,6.77,4.25
0.7,3.0,2.0,4.0,64.3,59.0,5.6,5.56,3.59
0.32,0.0,4.0,2.0,62.0,55.0,4.39,4.42,2.73
0.7,1.0,2.0,5.0,61.0,59.0,5.75,5.69,3.49
0.34,2.0,4.0,5.0,63.3,56.0,4.46,4.45,2.82
0.31,2.0,1.0,1.0,62.5,59.0,4.3,4.34,2.7
1.0,0.0,3.0,4.0,62.3,56.0,6.37,6.41,3.98
1.02,0.0,6.0,6.0,60.3,54.0,6.53,6.5,3.93
0.23,2.0,0.0,2.0,61.9,60.0,3.9,3.95,2.43
1.21,1.0,3.0,2.0,58.5,58.0,7.06,6.95,4.1
1.01,1.0,4.0,3.0,60.9,62.0,6.52,6.49,3.96
1.0,1.0,4.0,5.0,62.7,59.0,6.37,6.3,3.97
1.02,1.0,2.0,4.0,62.7,59.0,6.44,6.41,4.03
1.03,2.0,3.0,7.0,62.4,57.0,6.41,6.45,4.01
0.48,0.0,3.0,5.0,61.6,55.0,5.06,5.1,3.13
1.6,2.0,4.0,5.0,63.1,58.0,7.45,7.39,4.68
0.3,0.0,4.0,4.0,61.9,55.0,4.28,4.31,2.66
0.73,1.0,5.0,4.0,59.7,59.0,5.81,5.94,3.51
1.71,0.0,3.0,3.0,62.2,55.0,7.72,7.65,4.78
0.56,0.0,3.0,2.0,61.6,55.0,5.32,5.35,3.28
0.31,0.0,3.0,3.0,62.1,55.0,4.33,4.37,2.7
0.33,0.0,3.0,3.0,62.1,54.0,4.42,4.47,2.76
1.01,1.0,2.0,5.0,62.9,59.0,6.38,6.31,3.99
0.32,0.0,0.0,4.0,62.4,57.0,4.38,4.34,2.72
0.5,0.0,1.0,5.0,60.6,57.0,5.19,5.14,3.13
0.25,2.0,2.0,2.0,59.4,57.0,4.1,4.12,2.44
0.51,1.0,1.0,3.0,61.6,57.0,5.13,5.1,3.15
0.71,2.0,5.0,1.0,63.0,58.0,5.66,5.68,3.57
1.15,1.0,4.0,5.0,60.9,57.0,6.8,6.72,4.12
1.04,2.0,3.0,4.0,63.4,55.0,6.48,6.42,4.09
0.24,2.0,2.0,5.0,60.9,61.0,4.02,4.03,2.45
0.38,1.0,5.0,3.0,59.9,60.0,4.66,4.72,2.81
0.31,0.0,4.0,3.0,61.6,54.8,4.35,4.37,2.69
1.6,0.0,6.0,4.0,61.9,55.0,7.51,7.54,4.66
0.52,0.0,4.0,1.0,61.2,57.0,5.17,5.22,3.18
0.32,0.0,0.0,4.0,61.9,57.0,4.39,4.37,2.71
0.37,0.0,1.0,4.0,61.9,53.0,4.62,4.65,2.87
0.72,0.0,3.0,3.0,61.5,57.0,5.74,5.79,3.54
0.97,0.0,0.0,5.0,62.8,56.0,6.24,6.3,3.94
0.52,1.0,1.0,6.0,61.8,54.0,5.18,5.15,3.19
0.51,3.0,3.0,2.0,63.7,54.0,5.08,5.1,3.24
1.01,1.0,2.0,4.0,62.4,58.0,6.43,6.36,3.99
0.72,2.0,4.0,4.0,61.4,57.0,5.75,5.79,3.54
0.33,2.0,3.0,1.0,62.8,59.0,4.38,4.44,2.77
0.33,0.0,2.0,4.0,62.1,54.0,4.46,4.43,2.76
0.3,0.0,1.0,4.0,61.2,55.0,4.31,4.35,2.65
0.79,3.0,5.0,4.0,58.5,62.0,5.99,6.04,3.52
0.34,2.0,1.0,5.0,62.9,56.0,4.45,4.48,2.81
0.7,2.0,5.0,5.0,63.8,59.0,5.56,5.6,3.56
1.25,2.0,6.0,5.0,62.5,57.0,6.83,6.86,4.28
0.33,3.0,1.0,5.0,63.4,55.0,4.37,4.4,2.78
0.9,0.0,3.0,5.0,62.5,55.0,6.17,6.21,3.87
0.39,0.0,3.0,4.0,60.7,54.0,4.74,4.77,2.89
1.0,2.0,2.0,3.0,60.4,59.0,6.4,6.51,3.9
0.59,2.0,6.0,4.0,61.9,58.0,5.35,5.38,3.32
0.9,2.0,3.0,3.0,62.4,58.0,6.14,6.16,3.84
1.04,0.0,4.0,4.0,61.0,57.0,6.56,6.53,3.99
1.06,2.0,4.0,5.0,59.3,59.0,6.66,6.7,3.96
0.55,0.0,1.0,5.0,62.5,56.0,5.21,5.25,3.27
0.4,2.0,1.0,5.0,61.4,58.0,4.77,4.81,2.94
0.51,0.0,4.0,0.0,62.6,56.0,5.1,5.13,3.2
0.7,0.0,2.0,4.0,62.8,56.0,5.7,5.67,3.57
0.38,1.0,0.0,1.0,60.4,59.0,4.7,4.71,2.84
0.7,2.0,1.0,4.0,61.4,57.0,5.7,5.73,3.51
2.01,0.0,5.0,6.0,62.5,55.0,8.12,8.08,5.06
1.0,2.0,2.0,4.0,61.1,60.0,6.36,6.43,3.91
0.73,0.0,2.0,3.0,62.6,56.0,5.73,5.71,3.58
0.52,0.0,1.0,4.0,61.5,56.0,5.2,5.18,3.19
1.03,0.0,2.0,4.0,60.4,56.0,6.59,6.56,3.97
0.51,1.0,3.0,4.0,62.3,59.0,5.1,5.07,3.17
1.11,0.0,3.0,0.0,61.2,54.0,6.71,6.73,4.11
0.58,0.0,1.0,4.0,61.9,57.0,5.33,5.37,3.31
0.93,3.0,3.0,5.0,63.8,58.0,6.09,6.14,3.9
1.11,2.0,5.0,6.0,63.1,57.0,6.59,6.54,4.14
0.3,0.0,2.0,1.0,61.8,54.0,4.34,4.36,2.69
2.0,2.0,4.0,5.0,60.9,58.0,8.07,8.15,4.94
1.11,1.0,0.0,4.0,59.5,60.0,6.77,6.7,4.01
1.02,2.0,1.0,5.0,63.5,55.0,6.3,6.37,4.02
1.01,0.0,1.0,2.0,62.7,56.0,6.42,6.46,4.04
0.26,1.0,1.0,1.0,61.7,59.0,4.1,4.14,2.54
0.44,3.0,0.0,4.0,63.6,56.0,4.81,4.84,3.07
0.84,1.0,2.0,6.0,62.3,59.0,6.06,6.01,3.76
0.98,3.0,2.0,5.0,56.8,64.0,6.68,6.52,3.75
0.41,0.0,1.0,2.0,62.2,54.0,4.76,4.79,2.97
0.7,1.0,2.0,6.0,61.6,60.0,5.78,5.68,3.53
0.55,2.0,1.0,5.0,61.0,61.0,5.25,5.3,3.22
1.01,0.0,1.0,4.0,61.6,57.0,6.43,6.46,3.97
0.58,0.0,3.0,6.0,62.0,57.0,5.35,5.29,3.3
1.17,2.0,0.0,6.0,60.9,60.0,6.72,6.78,4.11
0.3,0.0,1.0,1.0,62.5,56.0,4.28,4.3,2.68
0.42,0.0,1.0,3.0,61.6,57.0,4.8,4.84,2.97
0.55,0.0,3.0,4.0,60.1,55.0,5.33,5.37,3.22
1.0,3.0,2.0,6.0,63.8,58.0,6.33,6.28,4.02
0.48,3.0,3.0,3.0,58.6,62.0,5.14,5.2,3.03
0.31,0.0,3.0,5.0,62.8,55.0,4.38,4.32,2.73
0.61,0.0,1.0,2.0,62.1,54.2,5.43,5.45,3.38
0.71,1.0,5.0,4.0,60.4,60.0,5.8,5.72,3.48
1.82,1.0,5.0,3.0,61.4,60.0,7.8,7.83,4.8
0.4,1.0,1.0,5.0,61.0,59.0,4.74,4.71,2.88
0.32,0.0,3.0,2.0,61.6,56.0,4.42,4.44,2.73
0.31,1.0,3.0,2.0,62.9,58.0,4.31,4.27,2.7
0.37,2.0,4.0,3.0,59.8,59.0,4.66,4.7,2.8
1.35,4.0,5.0,4.0,61.6,62.0,7.15,7.1,4.39
0.31,0.0,0.0,3.0,60.6,57.0,4.36,4.39,2.65
0.34,0.0,0.0,4.0,62.1,55.0,4.49,4.46,2.78
0.52,0.0,4.0,5.0,61.9,56.0,5.16,5.22,3.2
0.51,0.0,0.0,5.0,62.6,57.0,5.11,5.08,3.19
0.3,0.0,0.0,1.0,61.1,57.0,4.36,4.34,2.66
1.11,3.0,0.0,5.0,57.8,61.0,6.83,6.78,3.93
1.3,0.0,4.0,3.0,61.3,59.0,6.97,7.03,4.29
0.34,1.0,3.0,5.0,60.8,59.0,4.56,4.46,2.74
1.01,2.0,0.0,6.0,59.1,63.0,6.54,6.59,3.88
0.67,1.0,3.0,4.0,61.0,57.0,5.68,5.63,3.45
0.5,2.0,1.0,5.0,60.7,61.0,5.09,5.13,3.1
1.5,3.0,4.0,5.0,60.8,60.0,7.28,7.38,4.46
0.3,0.0,4.0,5.0,62.2,53.0,4.29,4.32,2.68
0.43,0.0,4.0,0.0,61.9,55.0,4.87,4.89,3.02
0.57,0.0,4.0,3.0,61.3,55.1,5.34,5.42,3.29
0.75,0.0,3.0,5.0,62.2,57.0,5.8,5.84,3.62
0.55,0.0,3.0,4.0,60.4,56.0,5.38,5.31,3.23
0.7,0.0,2.0,6.0,62.1,57.0,5.65,5.69,3.52
1.04,0.0,6.0,6.0,60.4,57.0,6.55,6.6,3.97
1.13,0.0,3.0,2.0,61.5,57.0,6.67,6.71,4.12
1.03,0.0,2.0,1.0,61.3,54.0,6.56,6.62,4.04
0.71,2.0,1.0,4.0,62.9,57.0,5.68,5.7,3.58
1.01,3.0,3.0,5.0,63.2,59.0,6.32,6.36,4.01
0.64,2.0,4.0,6.0,64.2,58.0,5.43,5.48,3.5
0.71,0.0,3.0,5.0,61.6,56.0,5.73,5.76,3.54
2.01,3.0,3.0,6.0,63.6,59.0,8.0,7.95,5.07
1.51,2.0,2.0,2.0,63.1,56.0,7.32,7.26,4.6
0.75,1.0,6.0,5.0,61.7,56.0,5.92,5.81,3.62
0.77,0.0,2.0,6.0,61.3,56.0,5.89,5.92,3.62
1.15,2.0,4.0,6.0,63.0,54.0,6.64,6.73,4.21
1.53,2.0,6.0,5.0,61.7,58.0,7.43,7.47,4.6
1.52,1.0,1.0,6.0,62.9,59.0,7.31,7.26,4.58
0.33,2.0,4.0,5.0,63.0,57.0,4.39,4.41,2.77
1.11,3.0,0.0,6.0,58.0,62.0,6.77,6.81,3.94
1.5,2.0,2.0,3.0,60.5,55.0,7.39,7.48,4.5
1.08,0.0,2.0,4.0,62.3,54.0,6.6,6.56,4.1
0.3,1.0,3.0,4.0,60.6,61.0,4.32,4.29,2.61
2.02,2.0,4.0,6.0,62.3,58.0,7.97,8.04,4.99
0.71,0.0,0.0,4.0,62.1,56.0,5.71,5.75,3.56
1.54,0.0,4.0,2.0,62.6,56.0,7.35,7.42,4.62
0.92,1.0,6.0,4.0,60.9,62.0,6.31,6.26,3.83
1.01,2.0,2.0,4.0,62.5,56.0,6.4,6.44,4.01
0.4,0.0,1.0,4.0,62.4,56.0,4.74,4.71,2.95
0.71,2.0,2.0,3.0,62.8,56.0,5.69,5.72,3.58
0.9,0.0,2.0,4.0,60.5,54.0,6.22,6.17,3.75
1.7,4.0,4.0,6.0,64.5,55.0,7.58,7.52,4.87
0.32,1.0,3.0,3.0,61.7,58.0,4.41,4.38,2.71
0.3,0.0,0.0,3.0,62.2,57.0,4.26,4.29,2.66
0.5,0.0,2.0,5.0,62.7,56.0,5.12,5.05,3.19
0.5,2.0,4.0,5.0,60.9,61.0,5.06,5.15,3.11
1.51,1.0,4.0,3.0,59.8,61.0,7.41,7.35,4.41
1.51,2.0,3.0,4.0,58.9,60.0,7.47,7.55,4.42
0.52,0.0,3.0,4.0,61.9,55.0,5.15,5.19,3.2
0.34,0.0,2.0,3.0,62.1,57.0,4.53,4.49,2.8
0.35,2.0,1.0,4.0,58.9,59.0,4.59,4.64,2.72
0.41,1.0,2.0,3.0,58.6,61.0,4.87,4.83,2.84
0.7,3.0,1.0,5.0,63.2,57.0,5.61,5.63,3.55
0.41,0.0,3.0,3.0,60.8,57.0,4.84,4.8,2.93
1.3,3.0,6.0,6.0,62.9,56.0,6.9,6.94,4.35
0.31,0.0,3.0,0.0,61.4,55.0,4.35,4.38,2.68
0.55,0.0,2.0,2.0,60.7,56.0,5.31,5.34,3.23
0.91,0.0,1.0,5.0,61.4,54.0,6.26,6.24,3.84
0.4,0.0,3.0,3.0,61.3,55.0,4.75,4.78,2.92
1.5,3.0,3.0,3.0,63.8,58.0,7.21,7.12,4.57
0.58,2.0,0.0,5.0,63.5,58.0,5.29,5.32,3.37
0.71,1.0,3.0,6.0,60.8,59.0,5.7,5.74,3.48
0.24,2.0,2.0,1.0,58.7,59.0,4.04,4.1,2.39
0.7,1.0,3.0,2.0,59.6,61.0,5.86,5.78,3.47
0.41,1.0,1.0,6.0,62.8,58.0,4.73,4.69,2.96
0.35,0.0,0.0,6.0,62.4,55.0,4.53,4.54,2.83
1.01,1.0,2.0,3.0,61.7,58.0,6.43,6.4,3.96
0.43,2.0,2.0,4.0,61.3,59.0,4.81,4.84,2.96
1.59,1.0,6.0,5.0,62.5,60.0,7.46,7.42,4.65
0.7,4.0,4.0,4.0,64.9,56.0,5.49,5.51,3.57
0.91,1.0,2.0,6.0,58.9,61.0,6.36,6.33,3.74
0.37,0.0,1.0,5.0,61.4,56.0,4.6,4.65,2.84
0.72,0.0,6.0,2.0,61.6,56.0,5.76,5.73,3.54
1.01,1.0,4.0,3.0,61.6,57.0,6.47,6.38,3.96
0.9,3.0,3.0,3.0,63.6,58.0,6.09,6.12,3.88
1.56,2.0,4.0,2.0,63.3,58.0,7.3,7.35,4.64
0.59,0.0,1.0,5.0,61.7,56.0,5.35,5.45,3.33
0.33,1.0,0.0,1.0,61.8,58.0,4.4,4.43,2.73
2.01,0.0,5.0,5.0,59.9,60.0,8.27,8.2,4.93
1.14,2.0,2.0,5.0,61.0,60.0,6.67,6.74,4.09
0.31,1.0,3.0,1.0,62.1,59.0,4.35,4.32,2.69
1.09,3.0,0.0,0.0,58.7,61.0,6.75,6.85,3.99
1.65,1.0,3.0,7.0,62.0,59.0,7.53,7.57,4.68
0.5,0.0,3.0,1.0,62.1,53.5,5.08,5.13,3.17
1.04,0.0,2.0,5.0,61.3,56.0,6.51,6.55,4.0
1.03,1.0,3.0,4.0,62.2,56.0,6.51,6.48,4.04
1.69,0.0,0.0,5.0,60.8,57.0,7.69,7.71,4.68
0.82,0.0,0.0,5.0,61.9,56.0,5.99,6.02,3.72
0.3,0.0,4.0,5.0,61.9,57.0,4.3,4.32,2.67
1.51,1.0,2.0,4.0,61.6,58.0,7.35,7.32,4.52
1.05,0.0,0.0,6.0,61.9,56.0,6.5,6.53,4.03
0.31,0.0,3.0,0.0,61.8,55.0,4.35,4.39,2.7
1.0,2.0,2.0,5.0,59.4,60.0,6.47,6.52,3.86
0.52,0.0,1.0,3.0,61.3,56.0,5.18,5.22,3.19
1.5,1.0,2.0,6.0,58.5,60.0,7.52,7.48,4.39
0.33,0.0,4.0,3.0,61.9,56.0,4.44,4.48,2.76
0.3,2.0,1.0,1.0,60.5,57.0,4.37,4.39,2.65
1.5,0.0,3.0,5.0,61.0,57.0,7.38,7.41,4.51
0.32,0.0,0.0,4.0,62.1,54.0,4.4,4.46,2.75
0.32,2.0,4.0,3.0,63.0,57.0,4.37,4.39,2.76
1.29,0.0,4.0,3.0,61.8,56.0,6.97,7.02,4.32
0.8,1.0,2.0,4.0,62.4,59.0,5.92,5.85,3.67
0.25,2.0,1.0,1.0,62.9,59.0,3.99,4.02,2.52
0.51,0.0,2.0,5.0,61.2,56.0,5.19,5.21,3.18
0.56,1.0,5.0,1.0,60.6,59.0,5.29,5.33,3.22
0.32,0.0,0.0,3.0,60.9,57.0,4.48,4.45,2.72
1.04,0.0,1.0,6.0,62.0,55.0,6.51,6.48,4.03
